#Nombre,n,rho,Satisfied,DiaAten,Service,Penalty,noise,n
85_PR_1,4.080063754,0.29791752,0,-2,70,129,0.080063754,4
260_SA_3,4.098995467,0.32605487,0,-4,120,181,0.098995467,4
87_SA_1,3.088519907,0.43771475,0,-2,60,1697,0.088519907,3
262_SA_3,3.014844238,0.43771475,0,-4,120,1697,0.014844238,3
183_NU_2,4.028610335,0.40938594,0,-3,20,438,0.028610335,4
186_PR_2,4.051842241,0.31808634,0,-3,120,165,0.051842241,4
90_SA_1,4.010694247,0.25177644,0,-2,90,70,0.010694247,4
188_VI_2,4.084121268,0.25410304,0,-3,100,72,0.084121268,4
95_SA_1,3.018267306,0.29138138,0,-2,140,391,0.018267306,3
99_SA_1,4.007855055,0.25708842,0,-2,75,75,0.007855055,4
336_VI_4,3.065318336,0.29832775,0,-5,240,421,0.065318336,3
395_SA_5,4.045956581,0.30543318,0,-6,90,142,0.045956581,4
338_SA_4,4.084667495,0.30543318,0,-5,60,142,0.084667495,4
268_SA_3,3.014350878,0.38086831,0,-4,90,973,0.014350878,3
